N,q,dF,dg,dr,mLen,encryption_time,decryption_time
167,256,80,70,80,100,20,17
167,256,80,70,80,200,12,9
167,256,80,70,80,300,18,19
167,256,80,70,80,400,24,15
167,256,80,70,80,500,10,9
167,256,80,70,90,100,10,11
167,256,80,70,90,200,16,14
167,256,80,70,90,300,20,19
167,256,80,70,90,400,9,10
167,256,80,70,90,500,11,12
167,256,80,80,50,100,15,17
167,256,80,80,50,200,21,12
167,256,80,80,50,300,12,12
167,256,80,80,50,400,18,12
167,256,80,80,50,500,13,11
167,256,80,80,60,100,10,10
167,256,80,80,60,200,26,13
167,256,80,80,60,300,21,19
167,256,80,80,60,400,20,17
167,256,80,80,60,500,12,13
167,256,80,80,70,100,11,9
167,256,80,80,70,200,19,12
167,256,80,80,70,300,15,10
167,256,80,80,70,400,15,12
167,256,80,80,70,500,10,10
167,256,80,80,80,100,10,9
167,256,80,80,80,200,9,10
167,256,80,80,80,300,10,10
167,256,80,80,80,400,11,10
167,256,80,80,80,500,10,9
167,256,80,80,90,100,11,9
167,256,80,80,90,200,9,9
167,256,80,80,90,300,10,9
167,256,80,80,90,400,11,11
167,256,80,80,90,500,9,10
167,256,80,90,50,100,10,11
167,256,80,90,50,200,10,10
167,256,80,90,50,300,10,10
167,256,80,90,50,400,11,11
167,256,80,90,50,500,10,10
167,256,80,90,60,100,12,10
167,256,80,90,60,200,10,10
167,256,80,90,60,300,10,11
167,256,80,90,60,400,11,10
167,256,80,90,60,500,10,11
167,256,80,90,70,100,10,10
167,256,80,90,70,200,10,9
167,256,80,90,70,300,19,16
167,256,80,90,70,400,17,12
167,256,80,90,70,500,9,12
167,256,80,90,80,100,13,12
167,256,80,90,80,200,11,10
167,256,80,90,80,300,11,9
167,256,80,90,80,400,14,14
167,256,80,90,80,500,12,10
167,256,80,90,90,100,11,10
167,256,80,90,90,200,13,10
167,256,80,90,90,300,13,11
167,256,80,90,90,400,22,13
167,256,80,90,90,500,24,17
167,256,90,50,50,100,17,11
167,256,90,50,50,200,20,26
167,256,90,50,50,300,22,20
167,256,90,50,50,400,21,18
167,256,90,50,50,500,14,12
167,256,90,50,60,100,15,17
167,256,90,50,60,200,13,13
167,256,90,50,60,300,19,10
167,256,90,50,60,400,10,10
167,256,90,50,60,500,10,10
167,256,90,50,70,100,10,9
167,256,90,50,70,200,15,16
167,256,90,50,70,300,18,20
167,256,90,50,70,400,14,11
167,256,90,50,70,500,28,15
167,256,90,50,80,100,21,11
167,256,90,50,80,200,23,17
167,256,90,50,80,300,10,11
167,256,90,50,80,400,13,17
167,256,90,50,80,500,17,16
167,256,90,50,90,100,17,17
167,256,90,50,90,200,10,10
167,256,90,50,90,300,12,14
167,256,90,50,90,400,20,11
167,256,90,50,90,500,12,21
167,256,90,60,50,100,25,10
167,256,90,60,50,200,12,15
167,256,90,60,50,300,25,17
167,256,90,60,50,400,35,37
167,256,90,60,50,500,21,18
167,256,90,60,60,100,24,14
167,256,90,60,60,200,26,21
167,256,90,60,60,300,19,14
167,256,90,60,60,400,10,12
167,256,90,60,60,500,35,17
167,256,90,60,70,100,16,12
167,256,90,60,70,200,20,14
167,256,90,60,70,300,11,13
167,256,90,60,70,400,10,10
167,256,90,60,70,500,11,13
167,256,90,60,80,100,12,11
167,256,90,60,80,200,10,10
167,256,90,60,80,300,9,9
167,256,90,60,80,400,9,10
167,256,90,60,80,500,9,11
167,256,90,60,90,100,11,10
167,256,90,60,90,200,10,11
167,256,90,60,90,300,9,10
167,256,90,60,90,400,9,10
167,256,90,60,90,500,10,11
167,256,90,70,50,100,10,9
167,256,90,70,50,200,11,10
167,256,90,70,50,300,10,10
167,256,90,70,50,400,10,10
167,256,90,70,50,500,9,10
167,256,90,70,60,100,10,10
167,256,90,70,60,200,10,11
167,256,90,70,60,300,11,10
167,256,90,70,60,400,14,15
167,256,90,70,60,500,11,10
167,256,90,70,70,100,10,10
167,256,90,70,70,200,11,10
167,256,90,70,70,300,10,10
167,256,90,70,70,400,12,11
167,256,90,70,70,500,11,9
167,256,90,70,80,100,10,10
167,256,90,70,80,200,11,11
167,256,90,70,80,300,12,10
167,256,90,70,80,400,11,9
167,256,90,70,80,500,10,10
167,256,90,70,90,100,9,10
167,256,90,70,90,200,11,11
167,256,90,70,90,300,11,10
167,256,90,70,90,400,12,11
167,256,90,70,90,500,10,10
167,256,90,80,50,100,10,10
167,256,90,80,50,200,10,11
167,256,90,80,50,300,10,9
167,256,90,80,50,400,10,10
167,256,90,80,50,500,10,10
167,256,90,80,60,100,9,10
167,256,90,80,60,200,10,10
167,256,90,80,60,300,10,10
167,256,90,80,60,400,10,9
167,256,90,80,60,500,10,11
167,256,90,80,70,100,9,11
167,256,90,80,70,200,10,9
167,256,90,80,70,300,10,11
167,256,90,80,70,400,10,11
167,256,90,80,70,500,16,15
167,256,90,80,80,100,12,13
167,256,90,80,80,200,11,12
167,256,90,80,80,300,11,14
167,256,90,80,80,400,10,10
167,256,90,80,80,500,13,11
167,256,90,80,90,100,14,10
167,256,90,80,90,200,11,12
167,256,90,80,90,300,29,34
167,256,90,80,90,400,11,11
167,256,90,80,90,500,24,25
167,256,90,90,50,100,11,11
167,256,90,90,50,200,9,10
167,256,90,90,50,300,10,12
167,256,90,90,50,400,10,12
167,256,90,90,50,500,12,9
167,256,90,90,60,100,10,9
167,256,90,90,60,200,13,11
167,256,90,90,60,300,10,10
167,256,90,90,60,400,12,12
167,256,90,90,60,500,15,11
167,256,90,90,70,100,19,13
167,256,90,90,70,200,21,16
167,256,90,90,70,300,19,14
167,256,90,90,70,400,17,19
167,256,90,90,70,500,24,20
167,256,90,90,80,100,28,15
167,256,90,90,80,200,20,17
167,256,90,90,80,300,25,17
167,256,90,90,80,400,19,20
167,256,90,90,80,500,22,12
167,256,90,90,90,100,18,14
167,256,90,90,90,200,10,10
167,256,90,90,90,300,13,12
167,256,90,90,90,400,24,14
167,256,90,90,90,500,24,12
167,512,50,50,50,100,14,17
167,512,50,50,50,200,27,24
167,512,50,50,50,300,11,12
167,512,50,50,50,400,13,12
167,512,50,50,50,500,14,13
167,512,50,50,60,100,11,14
167,512,50,50,60,200,20,12
167,512,50,50,60,300,21,23
167,512,50,50,60,400,20,24
167,512,50,50,60,500,11,15
167,512,50,50,70,100,19,16
167,512,50,50,70,200,16,21
167,512,50,50,70,300,21,23
167,512,50,50,70,400,12,25
167,512,50,50,70,500,21,14
167,512,50,50,80,100,17,22
167,512,50,50,80,200,26,16
167,512,50,50,80,300,18,22
167,512,50,50,80,400,21,15
167,512,50,50,80,500,16,16
167,512,50,50,90,100,10,10
167,512,50,50,90,200,11,15
167,512,50,50,90,300,15,18
167,512,50,50,90,400,28,19
167,512,50,50,90,500,19,13
167,512,50,60,50,100,23,17
167,512,50,60,50,200,18,12
167,512,50,60,50,300,26,16
167,512,50,60,50,400,20,19
167,512,50,60,50,500,26,18
167,512,50,60,60,100,26,19
167,512,50,60,60,200,16,13
167,512,50,60,60,300,23,21
167,512,50,60,60,400,12,15
167,512,50,60,60,500,18,10
167,512,50,60,70,100,16,15
167,512,50,60,70,200,23,15
167,512,50,60,70,300,23,22
167,512,50,60,70,400,26,14
167,512,50,60,70,500,15,16
167,512,50,60,80,100,21,18
167,512,50,60,80,200,18,18
167,512,50,60,80,300,18,13
167,512,50,60,80,400,28,17
167,512,50,60,80,500,12,13
167,512,50,60,90,100,21,20
167,512,50,60,90,200,20,14
167,512,50,60,90,300,19,20
167,512,50,60,90,400,16,14
167,512,50,60,90,500,17,14
167,512,50,70,50,100,27,25
167,512,50,70,50,200,19,10
167,512,50,70,50,300,13,12
167,512,50,70,50,400,16,16
167,512,50,70,50,500,17,17
167,512,50,70,60,100,26,13
167,512,50,70,60,200,38,31
167,512,50,70,60,300,30,15
167,512,50,70,60,400,16,14
167,512,50,70,60,500,19,12
167,512,50,70,70,100,12,14
167,512,50,70,70,200,22,18
167,512,50,70,70,300,12,14
167,512,50,70,70,400,12,13
167,512,50,70,70,500,10,14
167,512,50,70,80,100,12,12
167,512,50,70,80,200,11,11
167,512,50,70,80,300,21,12
167,512,50,70,80,400,10,11
167,512,50,70,80,500,20,15
167,512,50,70,90,100,16,13
167,512,50,70,90,200,20,12
167,512,50,70,90,300,10,11
167,512,50,70,90,400,20,16
167,512,50,70,90,500,22,12
167,512,50,80,50,100,12,10
167,512,50,80,50,200,13,16
167,512,50,80,50,300,10,12
167,512,50,80,50,400,10,10
167,512,50,80,50,500,12,11
167,512,50,80,60,100,11,10
167,512,50,80,60,200,10,9
167,512,50,80,60,300,11,14
167,512,50,80,60,400,11,11
167,512,50,80,60,500,12,12
167,512,50,80,70,100,11,12
167,512,50,80,70,200,11,12
167,512,50,80,70,300,13,14
167,512,50,80,70,400,12,11
167,512,50,80,70,500,13,12
167,512,50,80,80,100,12,12
167,512,50,80,80,200,12,11
167,512,50,80,80,300,12,12
167,512,50,80,80,400,10,10
167,512,50,80,80,500,11,12
167,512,50,80,90,100,9,11
167,512,50,80,90,200,10,11
167,512,50,80,90,300,10,11
167,512,50,80,90,400,9,10
167,512,50,80,90,500,17,15
167,512,50,90,50,100,26,20
167,512,50,90,50,200,19,21
167,512,50,90,50,300,11,16
167,512,50,90,50,400,13,19
167,512,50,90,50,500,18,18
167,512,50,90,60,100,21,25
167,512,50,90,60,200,17,17
167,512,50,90,60,300,11,16
167,512,50,90,60,400,16,11
167,512,50,90,60,500,25,17
167,512,50,90,70,100,30,16
167,512,50,90,70,200,36,17
167,512,50,90,70,300,20,18
167,512,50,90,70,400,32,19
167,512,50,90,70,500,12,19
167,512,50,90,80,100,17,16
167,512,50,90,80,200,12,16
167,512,50,90,80,300,10,10
167,512,50,90,80,400,22,20
167,512,50,90,80,500,20,21
167,512,50,90,90,100,20,16
167,512,50,90,90,200,24,13
167,512,50,90,90,300,21,21
167,512,50,90,90,400,11,14
167,512,50,90,90,500,20,18
167,512,60,50,50,100,16,22
167,512,60,50,50,200,22,21
167,512,60,50,50,300,24,25
167,512,60,50,50,400,19,16
167,512,60,50,50,500,9,12
167,512,60,50,60,100,15,15
167,512,60,50,60,200,20,12
167,512,60,50,60,300,28,14
167,512,60,50,60,400,18,13
167,512,60,50,60,500,11,14
167,512,60,50,70,100,19,20
167,512,60,50,70,200,13,10
167,512,60,50,70,300,18,22
167,512,60,50,70,400,20,13
167,512,60,50,70,500,18,10
167,512,60,50,80,100,27,15
167,512,60,50,80,200,19,19
167,512,60,50,80,300,28,19
167,512,60,50,80,400,20,11
167,512,60,50,80,500,21,13
167,512,60,50,90,100,16,14
167,512,60,50,90,200,18,20
167,512,60,50,90,300,19,21
167,512,60,50,90,400,28,18
167,512,60,50,90,500,23,25
167,512,60,60,50,100,10,10
167,512,60,60,50,200,17,12
167,512,60,60,50,300,20,14
167,512,60,60,50,400,12,15
167,512,60,60,50,500,23,14
167,512,60,60,60,100,25,14
167,512,60,60,60,200,23,14
167,512,60,60,60,300,27,14
167,512,60,60,60,400,11,13
167,512,60,60,60,500,17,23
167,512,60,60,70,100,19,11
167,512,60,60,70,200,13,14
167,512,60,60,70,300,18,13
167,512,60,60,70,400,20,22
167,512,60,60,70,500,10,16
167,512,60,60,80,100,19,13
167,512,60,60,80,200,16,18
167,512,60,60,80,300,16,21
167,512,60,60,80,400,11,10
167,512,60,60,80,500,10,11
167,512,60,60,90,100,12,12
167,512,60,60,90,200,14,16
167,512,60,60,90,300,19,18
167,512,60,60,90,400,19,18
167,512,60,60,90,500,24,15
167,512,60,70,50,100,21,17
167,512,60,70,50,200,26,24
167,512,60,70,50,300,16,13
167,512,60,70,50,400,24,18
167,512,60,70,50,500,20,18
167,512,60,70,60,100,17,16
167,512,60,70,60,200,32,25
167,512,60,70,60,300,17,18
167,512,60,70,60,400,14,12
167,512,60,70,60,500,16,13
167,512,60,70,70,100,23,19
167,512,60,70,70,200,19,13
167,512,60,70,70,300,16,11
167,512,60,70,70,400,11,13
167,512,60,70,70,500,15,15
167,512,60,70,80,100,17,16
167,512,60,70,80,200,13,14
167,512,60,70,80,300,27,17
167,512,60,70,80,400,16,13
167,512,60,70,80,500,13,15
167,512,60,70,90,100,22,23
167,512,60,70,90,200,17,18
167,512,60,70,90,300,18,11
167,512,60,70,90,400,10,12
167,512,60,70,90,500,12,26
167,512,60,80,50,100,12,10
167,512,60,80,50,200,15,13
167,512,60,80,50,300,21,30
167,512,60,80,50,400,11,11
167,512,60,80,50,500,19,15
167,512,60,80,60,100,29,24
167,512,60,80,60,200,15,17
167,512,60,80,60,300,22,12
167,512,60,80,60,400,32,21
167,512,60,80,60,500,19,14
167,512,60,80,70,100,16,16
167,512,60,80,70,200,17,20
167,512,60,80,70,300,12,11
167,512,60,80,70,400,18,13
167,512,60,80,70,500,12,12
167,512,60,80,80,100,16,20
167,512,60,80,80,200,21,17
167,512,60,80,80,300,16,11
167,512,60,80,80,400,16,14
167,512,60,80,80,500,17,21
167,512,60,80,90,100,16,14
167,512,60,80,90,200,10,10
167,512,60,80,90,300,10,11
167,512,60,80,90,400,9,12
167,512,60,80,90,500,11,11
167,512,60,90,50,100,19,15
167,512,60,90,50,200,24,14
167,512,60,90,50,300,16,14
167,512,60,90,50,400,11,10
167,512,60,90,50,500,10,10
167,512,60,90,60,100,11,17
167,512,60,90,60,200,22,20
167,512,60,90,60,300,16,13
167,512,60,90,60,400,16,12
167,512,60,90,60,500,11,15
167,512,60,90,70,100,13,14
167,512,60,90,70,200,19,14
167,512,60,90,70,300,10,12
167,512,60,90,70,400,13,17
167,512,60,90,70,500,12,20
167,512,60,90,80,100,20,24
167,512,60,90,80,200,27,22
167,512,60,90,80,300,17,13
167,512,60,90,80,400,13,14
167,512,60,90,80,500,19,21
167,512,60,90,90,100,11,13
167,512,60,90,90,200,24,21
167,512,60,90,90,300,28,14
167,512,60,90,90,400,15,18
167,512,60,90,90,500,14,12
167,512,70,50,50,100,12,9
167,512,70,50,50,200,15,12
167,512,70,50,50,300,10,11
167,512,70,50,50,400,17,24
167,512,70,50,50,500,28,18
167,512,70,50,60,100,18,16
167,512,70,50,60,200,12,12
167,512,70,50,60,300,17,16
167,512,70,50,60,400,19,15
167,512,70,50,60,500,20,16
167,512,70,50,70,100,10,13
167,512,70,50,70,200,11,13
167,512,70,50,70,300,11,12
167,512,70,50,70,400,13,19
167,512,70,50,70,500,10,15
167,512,70,50,80,100,19,17
167,512,70,50,80,200,16,10
167,512,70,50,80,300,15,13
167,512,70,50,80,400,10,11
167,512,70,50,80,500,14,17
167,512,70,50,90,100,10,10
167,512,70,50,90,200,17,17
167,512,70,50,90,300,11,10
167,512,70,50,90,400,15,14
167,512,70,50,90,500,24,19
167,512,70,60,50,100,26,17
167,512,70,60,50,200,22,23
167,512,70,60,50,300,10,15
167,512,70,60,50,400,11,10
167,512,70,60,50,500,10,12
167,512,70,60,60,100,11,16
167,512,70,60,60,200,23,14
167,512,70,60,60,300,10,10
167,512,70,60,60,400,20,28
167,512,70,60,60,500,15,13
167,512,70,60,70,100,15,16
167,512,70,60,70,200,11,10
167,512,70,60,70,300,15,12
167,512,70,60,70,400,16,18
167,512,70,60,70,500,11,14
167,512,70,60,80,100,13,15
167,512,70,60,80,200,21,28
167,512,70,60,80,300,16,22
167,512,70,60,80,400,10,10
167,512,70,60,80,500,21,11
167,512,70,60,90,100,11,11
167,512,70,60,90,200,12,12
167,512,70,60,90,300,11,11
167,512,70,60,90,400,10,10
167,512,70,60,90,500,10,9
167,512,70,70,50,100,9,10
167,512,70,70,50,200,10,10
167,512,70,70,50,300,10,11
167,512,70,70,50,400,10,12
167,512,70,70,50,500,11,12
167,512,70,70,60,100,10,9
167,512,70,70,60,200,10,11
167,512,70,70,60,300,10,9
167,512,70,70,60,400,11,9
167,512,70,70,60,500,11,11
167,512,70,70,70,100,10,10
167,512,70,70,70,200,10,10
167,512,70,70,70,300,12,11
167,512,70,70,70,400,10,10
167,512,70,70,70,500,10,11
167,512,70,70,80,100,12,10
167,512,70,70,80,200,10,10
167,512,70,70,80,300,23,18
167,512,70,70,80,400,16,20
167,512,70,70,80,500,13,10
167,512,70,70,90,100,21,17
167,512,70,70,90,200,20,13
167,512,70,70,90,300,15,16
167,512,70,70,90,400,23,19
167,512,70,70,90,500,11,10
167,512,70,80,50,100,11,12
167,512,70,80,50,200,13,11
167,512,70,80,50,300,12,13
167,512,70,80,50,400,14,20
167,512,70,80,50,500,14,11
167,512,70,80,60,100,13,11
167,512,70,80,60,200,20,13
167,512,70,80,60,300,18,17
167,512,70,80,60,400,21,19
167,512,70,80,60,500,14,14
167,512,70,80,70,100,11,10
167,512,70,80,70,200,21,15
167,512,70,80,70,300,22,12
167,512,70,80,70,400,19,10
167,512,70,80,70,500,19,11
167,512,70,80,80,100,21,14
167,512,70,80,80,200,17,12
167,512,70,80,80,300,15,17
167,512,70,80,80,400,18,10
167,512,70,80,80,500,18,20
167,512,70,80,90,100,17,17
167,512,70,80,90,200,20,16
167,512,70,80,90,300,17,12
167,512,70,80,90,400,10,13
167,512,70,80,90,500,34,20
167,512,70,90,50,100,20,11
167,512,70,90,50,200,13,16
167,512,70,90,50,300,16,13
167,512,70,90,50,400,16,19
167,512,70,90,50,500,10,16
167,512,70,90,60,100,15,10
167,512,70,90,60,200,18,19
167,512,70,90,60,300,17,14
167,512,70,90,60,400,12,10
167,512,70,90,60,500,18,19
167,512,70,90,70,100,16,12
167,512,70,90,70,200,23,14
167,512,70,90,70,300,10,9
167,512,70,90,70,400,11,12
167,512,70,90,70,500,17,10
167,512,70,90,80,100,12,11
167,512,70,90,80,200,13,10
167,512,70,90,80,300,13,14
167,512,70,90,80,400,21,23
167,512,70,90,80,500,18,18
167,512,70,90,90,100,18,17
167,512,70,90,90,200,15,17
167,512,70,90,90,300,9,9
167,512,70,90,90,400,9,9
167,512,70,90,90,500,11,10
167,512,80,50,50,100,11,10
167,512,80,50,50,200,10,12
167,512,80,50,50,300,10,9
167,512,80,50,50,400,13,13
167,512,80,50,50,500,10,9
167,512,80,50,60,100,9,12
167,512,80,50,60,200,9,10
167,512,80,50,60,300,9,11
167,512,80,50,60,400,11,10
167,512,80,50,60,500,13,10
167,512,80,50,70,100,12,11
167,512,80,50,70,200,16,24
167,512,80,50,70,300,14,17
167,512,80,50,70,400,10,10
167,512,80,50,70,500,21,17
167,512,80,50,80,100,14,10
167,512,80,50,80,200,19,10
167,512,80,50,80,300,15,10
167,512,80,50,80,400,10,14
167,512,80,50,80,500,15,16
167,512,80,50,90,100,21,17
167,512,80,50,90,200,15,12
167,512,80,50,90,300,21,11
167,512,80,50,90,400,18,12
167,512,80,50,90,500,11,17
167,512,80,60,50,100,10,9
167,512,80,60,50,200,10,10
167,512,80,60,50,300,13,10
167,512,80,60,50,400,9,10
167,512,80,60,50,500,13,11
167,512,80,60,60,100,14,20
167,512,80,60,60,200,17,20
167,512,80,60,60,300,17,14
167,512,80,60,60,400,11,10
167,512,80,60,60,500,21,10
167,512,80,60,70,100,12,11
167,512,80,60,70,200,20,11
167,512,80,60,70,300,11,13
167,512,80,60,70,400,21,15
167,512,80,60,70,500,21,14
167,512,80,60,80,100,19,14
167,512,80,60,80,200,15,11
167,512,80,60,80,300,19,17
167,512,80,60,80,400,16,11
167,512,80,60,80,500,19,16
167,512,80,60,90,100,19,17
167,512,80,60,90,200,12,10
167,512,80,60,90,300,11,9
167,512,80,60,90,400,13,14
167,512,80,60,90,500,19,11
167,512,80,70,50,100,18,12
167,512,80,70,50,200,13,11
167,512,80,70,50,300,22,16
167,512,80,70,50,400,20,16
167,512,80,70,50,500,12,19
167,512,80,70,60,100,13,13
167,512,80,70,60,200,10,12
167,512,80,70,60,300,9,9
167,512,80,70,60,400,9,10
167,512,80,70,60,500,10,13
167,512,80,70,70,100,10,10
167,512,80,70,70,200,8,10
167,512,80,70,70,300,10,9
167,512,80,70,70,400,9,9
167,512,80,70,70,500,12,9
167,512,80,70,80,100,11,15
167,512,80,70,80,200,21,15
167,512,80,70,80,300,13,14
167,512,80,70,80,400,20,13
167,512,80,70,80,500,22,16
167,512,80,70,90,100,18,14
167,512,80,70,90,200,9,11
167,512,80,70,90,300,20,14
167,512,80,70,90,400,9,10
167,512,80,70,90,500,12,15
167,512,80,80,50,100,11,10
167,512,80,80,50,200,9,10
167,512,80,80,50,300,9,10
167,512,80,80,50,400,20,21
167,512,80,80,50,500,17,18
167,512,80,80,60,100,14,13
167,512,80,80,60,200,18,11
167,512,80,80,60,300,19,19
167,512,80,80,60,400,18,18
167,512,80,80,60,500,12,15
167,512,80,80,70,100,19,18
167,512,80,80,70,200,23,19
167,512,80,80,70,300,15,11
167,512,80,80,70,400,20,17
167,512,80,80,70,500,17,20
167,512,80,80,80,100,10,11
167,512,80,80,80,200,12,10
167,512,80,80,80,300,20,23
167,512,80,80,80,400,19,16
167,512,80,80,80,500,9,11
167,512,80,80,90,100,15,11
167,512,80,80,90,200,10,9
167,512,80,80,90,300,13,13
167,512,80,80,90,400,19,14
167,512,80,80,90,500,12,10
167,512,80,90,50,100,17,12
167,512,80,90,50,200,19,11
167,512,80,90,50,300,16,10
167,512,80,90,50,400,21,12
167,512,80,90,50,500,16,14
167,512,80,90,60,100,15,15
167,512,80,90,60,200,15,15
167,512,80,90,60,300,19,13
167,512,80,90,60,400,24,15
167,512,80,90,60,500,12,10
167,512,80,90,70,100,9,10
167,512,80,90,70,200,9,10
167,512,80,90,70,300,16,18
167,512,80,90,70,400,16,13
167,512,80,90,70,500,14,11
167,512,80,90,80,100,18,17
167,512,80,90,80,200,24,17
167,512,80,90,80,300,21,14
167,512,80,90,80,400,14,13
167,512,80,90,80,500,14,14
167,512,80,90,90,100,10,15
167,512,80,90,90,200,13,14
167,512,80,90,90,300,18,10
167,512,80,90,90,400,13,15
167,512,80,90,90,500,17,17
167,512,90,50,50,100,19,11
167,512,90,50,50,200,17,13
167,512,90,50,50,300,21,16
167,512,90,50,50,400,22,15
167,512,90,50,50,500,9,9
167,512,90,50,60,100,9,11
167,512,90,50,60,200,9,11
167,512,90,50,60,300,18,15
167,512,90,50,60,400,20,17
167,512,90,50,60,500,12,12
167,512,90,50,70,100,16,19
167,512,90,50,70,200,10,14
167,512,90,50,70,300,17,17
167,512,90,50,70,400,9,9
167,512,90,50,70,500,16,13
167,512,90,50,80,100,15,13
167,512,90,50,80,200,26,17
167,512,90,50,80,300,12,13
167,512,90,50,80,400,17,21
167,512,90,50,80,500,9,10
167,512,90,50,90,100,9,11
167,512,90,50,90,200,10,9
167,512,90,50,90,300,18,16
167,512,90,50,90,400,18,10
167,512,90,50,90,500,10,9
167,512,90,60,50,100,10,10
167,512,90,60,50,200,10,9
167,512,90,60,50,300,16,17
167,512,90,60,50,400,20,21
167,512,90,60,50,500,12,12
167,512,90,60,60,100,11,11
167,512,90,60,60,200,15,10
167,512,90,60,60,300,14,16
167,512,90,60,60,400,23,13
167,512,90,60,60,500,16,18
167,512,90,60,70,100,29,15
167,512,90,60,70,200,15,11
167,512,90,60,70,300,14,10
167,512,90,60,70,400,17,15
167,512,90,60,70,500,10,10
167,512,90,60,80,100,12,10
167,512,90,60,80,200,24,11
167,512,90,60,80,300,20,11
167,512,90,60,80,400,17,10
167,512,90,60,80,500,16,10
167,512,90,60,90,100,14,13
167,512,90,60,90,200,10,9
167,512,90,60,90,300,10,12
167,512,90,60,90,400,10,12
167,512,90,60,90,500,11,12
167,512,90,70,50,100,18,14
167,512,90,70,50,200,20,11
167,512,90,70,50,300,22,14
167,512,90,70,50,400,20,12
167,512,90,70,50,500,9,11
167,512,90,70,60,100,10,10
167,512,90,70,60,200,11,10
167,512,90,70,60,300,10,11
167,512,90,70,60,400,9,10
167,512,90,70,60,500,10,9
167,512,90,70,70,100,9,10
167,512,90,70,70,200,10,18
167,512,90,70,70,300,12,12
167,512,90,70,70,400,11,11
167,512,90,70,70,500,11,10
167,512,90,70,80,100,10,9
167,512,90,70,80,200,9,10
167,512,90,70,80,300,10,11
167,512,90,70,80,400,9,10
167,512,90,70,80,500,9,10
167,512,90,70,90,100,10,10
167,512,90,70,90,200,10,11
167,512,90,70,90,300,10,9
167,512,90,70,90,400,10,10
167,512,90,70,90,500,10,10
167,512,90,80,50,100,10,10
167,512,90,80,50,200,10,10
167,512,90,80,50,300,11,12
167,512,90,80,50,400,9,10
167,512,90,80,50,500,21,13
167,512,90,80,60,100,21,14
167,512,90,80,60,200,17,11
167,512,90,80,60,300,15,11
167,512,90,80,60,400,18,17
167,512,90,80,60,500,9,10
167,512,90,80,70,100,9,9
167,512,90,80,70,200,13,14
167,512,90,80,70,300,18,11
167,512,90,80,70,400,16,10
167,512,90,80,70,500,13,15
167,512,90,80,80,100,18,14
167,512,90,80,80,200,11,13
167,512,90,80,80,300,10,10
167,512,90,80,80,400,13,10
167,512,90,80,80,500,19,13
167,512,90,80,90,100,15,14
167,512,90,80,90,200,18,16
167,512,90,80,90,300,20,12
167,512,90,80,90,400,18,17
167,512,90,80,90,500,10,10
167,512,90,90,50,100,13,12
167,512,90,90,50,200,18,11
167,512,90,90,50,300,9,10
167,512,90,90,50,400,12,14
167,512,90,90,50,500,17,16
167,512,90,90,60,100,25,15
167,512,90,90,60,200,15,11
167,512,90,90,60,300,13,12
167,512,90,90,60,400,14,18
167,512,90,90,60,500,20,11
167,512,90,90,70,100,11,10
167,512,90,90,70,200,9,11
167,512,90,90,70,300,12,13
167,512,90,90,70,400,15,11
167,512,90,90,70,500,19,15
167,512,90,90,80,100,11,12
167,512,90,90,80,200,14,12
167,512,90,90,80,300,21,11
